"Family","Requirement_ID","Final_Disposition","Validation_Status","Surface","Runtime","Trigger","Evidence"
"Matrix","MX-166","validated","passed","Invitation ceremony","css;rive","A valid invitation has an authoritative future expiration time","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-167","validated","passed","Invitation ceremony","motion;rive","Authoritative PIN verification succeeds for the active invitation request","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-168","validated","passed","Invitation ceremony","gsap","Authoritative invitation acceptance succeeds and the ribbon target is present","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-169","validated","passed","Invitation ceremony","gsap","Authoritative invitation acceptance succeeds and the voyage title is rendered","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-170","validated","passed","Invitation ceremony","motion;rive","Authoritative invitation status is revoked or changes to revoked","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-171","validated","passed","Invitation ceremony","css;motion","Authoritative invitation status is expired or reaches its authoritative expiration deadline","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-172","validated","passed","Invitation ceremony","motion","Authoritative invitation replacement succeeds and both old and replacement identities are available","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-173","validated","passed","Player Library","motion","Authoritative Player or Captain library data first becomes renderable.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-174","validated","passed","Player Library","motion","A library group and its authoritative cards become visible after data load or group insertion.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-175","validated","passed","Player Library","motion","The user toggles a named library group.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-176","validated","passed","Player Library","css;motion","A library item receives a newly issued invitation state version.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-177","validated","passed","Player Library","css","A Captain-owned library card enters the waiting-for-crew state.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-178","validated","passed","Player Library","css","A library item enters or renders in the authoritative in-progress state.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-179","validated","passed","Player Library","css;motion","A library item's authoritative status changes to completed.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-180","validated","passed","Player Library","motion","A library item's authoritative edition identifier changes.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-181","validated","passed","Player Library","motion","A pending library mutation receives a successful authoritative response.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-182","validated","passed","Player Library","css;motion","An authoritative library query resolves to zero visible items.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-183","validated","passed","Waiting room","css;gsap","The waiting room renders or its authoritative connection state changes.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-184","validated","passed","Waiting room","motion","A new crew member ID appears in an authoritative waiting-room snapshot.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-185","validated","passed","Waiting room","motion","A known crew member's authoritative readiness state changes to ready.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-186","validated","passed","Waiting room","css;gsap;motion","A confirmed launch routes the Player from waiting room into the journal.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-187","validated","passed","Waiting room","motion;rive","The waiting room receives an authoritative revoked-access state.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-188","validated","passed","Waiting room","css;gsap","The waiting-room host mounts in full or gentle motion mode.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-189","validated","passed","Waiting room","motion","The scheduled countdown reaches the planned-start threshold before launch confirmation.","Project Lanternwake Phase 4 implementation commit 7521afa049b73ba39cd9d237773a6772d3656b5d; focused component/runtime tests passed; the final integrated gate is recorded separately in the Phase 4 Validation Report."
"Matrix","MX-190","validated","passed","Journal introduction","css;gsap;web_animations_api","A full first-arrival journal introduction proceeds from prelude completion to physical book opening.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-191","validated","passed","Journal introduction","css;web_animations_api","The closed-book camera phase settles before latch release.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-192","validated","passed","Journal introduction","css;web_animations_api","A full opening advances from latch release into cover opening.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-193","validated","passed","Journal introduction","css;web_animations_api","The cover begins opening during a full journal introduction.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-194","validated","passed","Journal introduction","css;web_animations_api","A full opening reaches the sealed-page pressure phase.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-195","validated","passed","Journal introduction","css;web_animations_api","Seal fracture completes during a full opening.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-196","validated","passed","Journal introduction","css;web_animations_api","Cover opening and page geometry handoff reach their settled state.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-197","validated","passed","Journal introduction","motion","The opening reaches journal-ready after book settle.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-198","validated","passed","Journal introduction","motion;st_page_flip","The relevant readable journal page becomes current with an available objective.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-199","validated","validated","Journal introduction","css;motion;st_page_flip","A Player opens a completed archived journal volume from the library.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-200","validated","passed","Journal pages","css","Pointer hover or keyboard focus on an eligible visible page edge","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-201","validated","passed","Journal pages","st_page_flip","Pointer or touch drag crosses the PageFlip intent threshold","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-202","validated","passed","Journal pages","css","PageFlip folding progress crosses the midpoint band","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-203","validated","passed","Journal pages","css","A second page-turn request arrives while PageFlip is folding or flipping","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-204","validated","passed","Journal pages","motion","First entry to a newly released chapter divider page","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-205","validated","passed","Journal pages","motion","Page settles on a page containing an unrevealed illustration","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-206","validated","passed","Journal pages","motion","Committed current-page or bookmarked-page identity changes","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-207","validated","passed","Journal pages","css","Authoritative current objective changes or its page becomes current","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-208","validated","passed","Journal pages","motion","User activates the hint disclosure control after the hint is authoritative","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-209","validated","passed","Journal pages","css","Authoritative read state changes after page commit","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-210","validated","passed","Journal pages","gsap","Authoritative chapter completion event with a visible matching chapter page","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-211","validated","passed","Journal pages","css","A historical edition page becomes current and settles","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-212","validated","passed","Journal pages","css","An authoritative locked page or chapter control is visible","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-213","validated","passed","Chapter release","gsap","Chapter-release ceremony reaches the seal-pressure label","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-214","validated","passed","Chapter release","gsap","Authoritative chapter-release fracture label after pressure build","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-215","validated","passed","Chapter release","gsap","Chapter-release ceremony reaches the parchment-unfold label","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-216","validated","passed","Chapter release","motion","Chapter-release ceremony reaches objective placement with authoritative objective data","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-217","validated","passed","Chapter release","gsap","Released riddle content becomes visible after prose staging","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-218","validated","passed","Chapter release","gsap","Heading, prose, or riddle handwriting sequence begins","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-219","validated","passed","Chapter release","motion","Released chapter page with a map inset becomes current and settled","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-220","validated","passed","Chapter release","motion","User activates the Open chapter action after release staging","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-221","validated","passed","Chapter release","gsap","Chapter-release presentation resolves gentle motion policy","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-222","validated","passed","Chapter release","css","Chapter-release presentation resolves reduced motion policy","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-223","validated","passed","Voyage Chart","css;motion;web_animations_api","Voyage Chart becomes the committed visible section.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-224","validated","validated","Voyage Chart","motion;rive","Authoritative normalized bearing or current-course value changes.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-225","validated","passed","Voyage Chart","motion","Zoom control or authorized wheel or pinch input supplies an explicit focal coordinate.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-226","validated","passed","Voyage Chart","motion","Pointer or touch drag on the chart viewport; keyboard arrows remain the non-pointer equivalent.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-227","validated","passed","Voyage Chart","gsap;motion","A region label first becomes authoritatively disclosed for a keyed location or region.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-228","validated","passed","Voyage Chart","css;motion","Pointer hover or keyboard focus targets a keyed revealed location.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-229","validated","passed","Voyage Chart","motion","Reset chart control activates.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-230","validated","passed","Voyage Chart","gsap;motion","MAP_LOCATION_REVEALED supplies an explicit location key after marker settlement.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-231","validated","passed","Voyage Chart","css;gsap;motion","Pointer, keyboard, or an accessible route-list control selects an explicit route key.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-232","validated","validated","Voyage Chart","css;gsap","Authoritative ship progress changes and the ship reaches its settled position.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-233","validated","passed","Treasure Altar","gsap;motion","Treasure Altar becomes the committed visible section.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-234","validated","passed","Treasure Altar","css;gsap;motion","An authoritative artifact-state update changes a keyed mount from dormant to available or anticipated.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-235","validated","passed","Treasure Altar","gsap;motion","ARTIFACT_AWARDED supplies an explicit artifact ID after global award handoff.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-236","validated","validated","Treasure Altar","gsap","A keyed artifact award reaches its settled visible semantic stage.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-237","validated","validated","Treasure Altar","motion","Pointer hover or keyboard focus targets an inspectable awarded artifact.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-238","validated","passed","Treasure Altar","motion","Close, Escape, or backdrop dismissal identifies the original keyed trigger.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-239","validated","passed","Treasure Altar","gsap;motion","An authoritative artifact assembly reaches completed or newly aligned state.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-240","validated","validated","Treasure Altar","css;motion","Artifact focus or hover or an authoritative slot-state change uses one declared final trigger policy.","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-241","validated","passed","Treasure Altar","css;motion","The first successful inspection or read commit completes for the keyed artifact.","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-242","validated","validated","Side Quest Ledger","st_page_flip","Side-Quest Ledger is opened from its settled closed-cover state","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-243","validated","validated","Side Quest Ledger","motion","A Side-Quest Ledger filter tab is activated","Phase 6 isolated validation: serialized Vitest suite (85 files / 913 tests), lint, asset/reconciliation validators, and production-surface browser validation. See Project_Lanternwake_Phase_6_Validation_Report.md."
"Matrix","MX-244","validated","passed","Side Quest Ledger","gsap;motion","An authoritative SIDE_QUEST_DISCOVERED event identifies a rumor note and destination quest","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-245","validated","passed","Side Quest Ledger","css;gsap","The authoritative discovered rumor note reaches its ledger destination","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-246","validated","passed","Side Quest Ledger","css;gsap","An authoritative SIDE_QUEST_UPDATED event marks one objective complete","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-247","validated","passed","Side Quest Ledger","css;motion","An authoritative quest snapshot or event enters PARTIALLY_COMPLETE","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-248","validated","passed","Side Quest Ledger","css;motion","An authoritative completed quest exposes an earned optional reward","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-249","validated","passed","Side Quest Ledger","motion","A quest changes to COMPLETE while its ledger grouping is visible","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
"Matrix","MX-250","validated","passed","Shipâ€™s Log","css;gsap","A new authoritative log entry creates or joins its dated group","Development_Docs/Project_Lanternwake_Phase_3_Validation_Report.md;Development_Docs/Project_Lanternwake_Phase_3_Player_Event_Coverage_Ledger.csv;targeted TypeScript;219/219 targeted source tests;focused isolated Chromium failure reproductions;merged-main 73 files / 829 tests;production build"
