Requirement ID,Source,Surface,Animation name,User moment,Authoritative trigger,Current implementation,Correct runtime,Supporting runtime,SceneHost or local host,Required targets,Optional targets,Full behavior,Gentle behavior,Reduced behavior,Replay policy,One-shot key,Failure fallback,Focus behavior,Live-region behavior,Sound label,Duration budget,Performance budget,Implementation status,Source files,Test IDs,Visual checkpoints,Implemented commit,Validation status
OA-066,OA,Waiting room,Crew readiness stamp.,Crew readiness stamp.,A known crew member's authoritative readiness state changes to ready.,exact,motion,,yes,yes,,A decorative stamp lands on the keyed crew row only after confirmation and cannot obscure name or status.,A decorative stamp lands on the keyed crew row only after confirmation and cannot obscure name or status.,Show the readable Ready state immediately with a static stamp.,Once per readiness version; unready changes remove the settled stamp without replay.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,A decorative stamp lands on the keyed crew row only after confirmation and cannot obscure name or status.,A decorative stamp lands on the keyed crew row only after confirmation and cannot obscure name or status.,silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-067,OA,Waiting room,Live-to-polling signal transition.,Live-to-polling signal transition.,The waiting-room transport mode changes between live updates and polling.,exact,css;motion,,yes,yes,,Visual signal and text update together; color is not the sole state cue and repeated reconnects leak no timers.,Visual signal and text update together; color is not the sole state cue and repeated reconnects leak no timers.,Swap to the readable current transport status without transitional motion.,Every transport-mode transition; refresh starts in the actual current mode.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,Visual signal and text update together; color is not the sole state cue and repeated reconnects leak no timers.,Visual signal and text update together; color is not the sole state cue and repeated reconnects leak no timers.,silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-068,OA,Waiting room,Scheduled countdown behavior.,Scheduled countdown behavior.,A future scheduled start exists and the displayed countdown unit changes.,exact,motion,,yes,yes,,"Countdown changes remain accurate, readable, and timer-clean across pause, reconnect, launch, and unmount.","Countdown changes remain accurate, readable, and timer-clean across pause, reconnect, launch, and unmount.",Update the readable countdown value without animated interpolation.,Runs until launch or schedule removal; refresh derives current remaining time without replay.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,"Countdown changes remain accurate, readable, and timer-clean across pause, reconnect, launch, and unmount.","Countdown changes remain accurate, readable, and timer-clean across pause, reconnect, launch, and unmount.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-069,OA,Waiting room,Captain launch event.,Captain launch event.,An authoritative Captain launch event is received.,exact,gsap;rive,,yes,yes,,"The launch ceremony plays once, holds its accepted final pose through route handoff, and never reissues the launch command.","The launch ceremony plays once, holds its accepted final pose through route handoff, and never reissues the launch command.",Apply the launched semantic state and navigate without ceremony.,Once per launch event; replay presentation only from persisted event identity.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,"The launch ceremony plays once, holds its accepted final pose through route handoff, and never reissues the launch command.","The launch ceremony plays once, holds its accepted final pose through route handoff, and never reissues the launch command.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-070,OA,Waiting room,Journal latch release.,Journal latch release.,The full journal opening reaches the latch-release phase.,exact,css;web_animations_api,,yes,yes,,The latch reaches its released pose before cover opening and cleanup cannot restore a locked pose mid-handoff.,The latch reaches its released pose before cover opening and cleanup cannot restore a locked pose mid-handoff.,Advance directly to the released latch state while retaining readable controls.,Every explicit full opening or introduction replay; not during short resume.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,The latch reaches its released pose before cover opening and cleanup cannot restore a locked pose mid-handoff.,The latch reaches its released pose before cover opening and cleanup cannot restore a locked pose mid-handoff.,silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-071,OA,Waiting room,Full transition into the Player journal.,Full transition into the Player journal.,A confirmed launch routes the Player from waiting room into the journal.,exact,css;gsap;motion,,yes,yes,,"Route handoff preserves accepted launch state, mounts one journal host, and yields to the physical opening/PageFlip boundary without snapback.","Route handoff preserves accepted launch state, mounts one journal host, and yields to the physical opening/PageFlip boundary without snapback.",Navigate directly to the readable journal final state.,Once per launch event; replay restores the journal without rerunning the server action.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,"Route handoff preserves accepted launch state, mounts one journal host, and yields to the physical opening/PageFlip boundary without snapback.","Route handoff preserves accepted launch state, mounts one journal host, and yields to the physical opening/PageFlip boundary without snapback.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-072,OA,Waiting room,Revoked-access seal closure.,Revoked-access seal closure.,The waiting room receives an authoritative revoked-access state.,exact,motion;rive,,yes,yes,,"The decorative seal closes only after revocation, blocks no focusable recovery control, and cannot flash on reconnect success.","The decorative seal closes only after revocation, blocks no focusable recovery control, and cannot flash on reconnect success.",Show the readable revoked state and recovery guidance immediately.,Once per revocation version; later visits show the settled denied state.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,"The decorative seal closes only after revocation, blocks no focusable recovery control, and cannot flash on reconnect success.","The decorative seal closes only after revocation, blocks no focusable recovery control, and cannot flash on reconnect success.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-073,OA,Waiting room,Reconnect success recovery.,Reconnect success recovery.,The waiting room confirms a successful reconnect and current snapshot.,exact,motion,,yes,yes,,Pending/error state exits only after confirmation; focus and crew state remain stable with no success-to-error snapback.,Pending/error state exits only after confirmation; focus and crew state remain stable with no success-to-error snapback.,Restore the connected readable state immediately and preserve current controls.,Every successful reconnect version; no replay after a settled connected refresh.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,Pending/error state exits only after confirmation; focus and crew state remain stable with no success-to-error snapback.,Pending/error state exits only after confirmation; focus and crew state remain stable with no success-to-error snapback.,silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-074,OA,Waiting room,Background ocean or cabin ambience.,Background ocean or cabin ambience.,The waiting-room host mounts in full or gentle motion mode.,exact,css;gsap,,yes,yes,,"Decorative ambience stays inside its host, pauses when hidden, and releases all timelines on unmount.","Decorative ambience stays inside its host, pauses when hidden, and releases all timelines on unmount.",Render static atmosphere and keep all status content readable.,Ambient only while mounted and visible; restart only after remount or policy change.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,"Decorative ambience stays inside its host, pauses when hidden, and releases all timelines on unmount.","Decorative ambience stays inside its host, pauses when hidden, and releases all timelines on unmount.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-075,OA,Waiting room,Planned-start arrival emphasis.,Planned-start arrival emphasis.,The scheduled countdown reaches the planned-start threshold before launch confirmation.,exact,motion,,yes,yes,,"One bounded emphasis occurs at the threshold, never repeats each timer tick, and remains distinct from Captain launch.","One bounded emphasis occurs at the threshold, never repeats each timer tick, and remains distinct from Captain launch.",Emphasize with readable text/state only and no motion.,Once per schedule version; no replay after refresh beyond the threshold.,launch: lanternwake:phase4:waiting-launch:<voyage-id>:<status:last-synchronized-at>,,"One bounded emphasis occurs at the threshold, never repeats each timer tick, and remains distinct from Captain launch.","One bounded emphasis occurs at the threshold, never repeats each timer tick, and remains distinct from Captain launch.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; ceremony 1100/700/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/PlayerVoyageRoom.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/PlayerVoyageRoom.test.tsx; src/animation/platform/polling-delta.test.ts,closed journal; crew arrival; ready; polling; scheduled; launch-ready; latch release; route handoff; reconnect; revoked,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-170,OA,Ship’s Log,Offline event entry.,Offline event entry.,A synchronized authoritative event is identified as having occurred during an offline interval,exact,motion,,no,no,,"The entry is never synthesized from client time, is labeled from authoritative metadata, preserves ordering after refresh, and uses Motion only for list presence/layout.","The entry is never synthesized from client time, is labeled from authoritative metadata, preserves ordering after refresh, and uses Motion only for list presence/layout.",Insert the complete offline entry directly in chronological order,Once when the authoritative event first enters the local log; later filters and remounts do not replay it,lanternwake:phase4:offline-log-entry:<event-key>:<authoritative-sequence>,,"The entry is never synthesized from client time, is labeled from authoritative metadata, preserves ordering after refresh, and uses Motion only for list presence/layout.","The entry is never synthesized from client time, is labeled from authoritative metadata, preserves ordering after refresh, and uses Motion only for list presence/layout.",silent by policy; no unvalidated semantic audio cue,layout 420/260/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/player/PlayerExperience.tsx; src/components/player/workspace/ShipsLog.tsx; src/domain/ships-log.ts; src/lib/snapshot.ts; src/app/api/player/[campaignSlug]/snapshot/route.ts; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/player/PlayerExperience.test.tsx; src/components/player/workspace/ShipsLog.test.tsx; src/domain/ships-log.test.ts; src/lib/snapshot.test.ts,offline; reconnect; authoritative synchronized entry; preserved ordering; reduced final,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-189,OA,Captain Library,Tab shared-layout indicator.,Tab shared-layout indicator.,Captain activates a different Library tab.,exact,motion,,yes,yes,,"One indicator tracks the active tab by stable ID, never duplicates during presence changes, preserves focus and aria selection, and does not conflict with panel animation.","One indicator tracks the active tab by stable ID, never duplicates during presence changes, preserves focus and aria selection, and does not conflict with panel animation.",Move the indicator immediately to the selected tab and show the panel without transition.,Every valid tab change; reconstruct active indicator from selected tab after refresh.,authoritative card or created-result version; mutations are never replayed,,"One indicator tracks the active tab by stable ID, never duplicates during presence changes, preserves focus and aria selection, and does not conflict with panel animation.","One indicator tracks the active tab by stable ID, never duplicates during presence changes, preserves focus and aria selection, and does not conflict with panel animation.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-190,OA,Captain Library,Voyage cards arriving and changing groups.,Voyage cards arriving and changing groups.,Resolved Captain Library payload or authoritative grouping/filter change.,exact,motion,,yes,yes,,"Cards keep stable domain keys, preserve focus and selection, settle without snap, and never expose their layout transforms to GSAP.","Cards keep stable domain keys, preserve focus and selection, settle without snap, and never expose their layout transforms to GSAP.",Render cards immediately in authoritative group order with no stagger or travel.,Once per load and once per changed grouping version; unchanged polling payloads do not replay.,authoritative card or created-result version; mutations are never replayed,,"Cards keep stable domain keys, preserve focus and selection, settle without snap, and never expose their layout transforms to GSAP.","Cards keep stable domain keys, preserve focus and selection, settle without snap, and never expose their layout transforms to GSAP.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-191,OA,Captain Library,Needs Attention pulse.,Needs Attention pulse.,Authoritative Captain Library item enters Needs Attention state and remains visible.,exact,css,,yes,yes,,"Only the status badge pulses, not the card or control; it stops on resolution and hidden state, never conveys meaning through motion alone, and leaves no CSS animation claim.","Only the status badge pulses, not the card or control; it stops on resolution and hidden state, never conveys meaning through motion alone, and leaves no CSS animation claim.",Use a static Needs Attention badge with equal contrast and accessible text.,"Begin once per transition into the state; do not restart on unchanged polling; stop when resolved, hidden, or unmounted.",authoritative card or created-result version; mutations are never replayed,,"Only the status badge pulses, not the card or control; it stops on resolution and hidden state, never conveys meaning through motion alone, and leaves no CSS animation claim.","Only the status badge pulses, not the card or control; it stops on resolution and hidden state, never conveys meaning through motion alone, and leaves no CSS animation claim.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-192,OA,Captain Library,Ready-to-launch state.,Ready-to-launch state.,Polling or operation response changes a voyage readiness dependency or launch permission.,exact,css;motion,,yes,yes,,"Readiness reflects authoritative dependencies, remains readable in every mode, never enables launch early, and restores correctly after refresh.","Readiness reflects authoritative dependencies, remains readable in every mode, never enables launch early, and restores correctly after refresh.","Update readiness labels, gauge value, and launch-action availability immediately.",Every authoritative readiness version change; unchanged polling does not replay.,authoritative card or created-result version; mutations are never replayed,,"Readiness reflects authoritative dependencies, remains readable in every mode, never enables launch early, and restores correctly after refresh.","Readiness reflects authoritative dependencies, remains readable in every mode, never enables launch early, and restores correctly after refresh.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-193,OA,Captain Library,Launch confirmation ceremony.,Launch confirmation ceremony.,Successful authoritative voyage launch response before navigation or waiting-room handoff.,exact,gsap;motion,,yes,yes,,"Ceremony begins only after success, owns only inner cinematic targets, holds until route commit, restores usable controls on route failure, and cleans up exactly once.","Ceremony begins only after success, owns only inner cinematic targets, holds until route commit, restores usable controls on route failure, and cleans up exactly once.",Show launched status and perform the route handoff immediately with stable focus if navigation fails.,Once per successful launch result; presentation replay never repeats launch; failure and abort cannot show success.,authoritative card or created-result version; mutations are never replayed,,"Ceremony begins only after success, owns only inner cinematic targets, holds until route commit, restores usable controls on route failure, and cleans up exactly once.","Ceremony begins only after success, owns only inner cinematic targets, holds until route commit, restores usable controls on route failure, and cleans up exactly once.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-194,OA,Captain Library,Invitation status transitions.,Invitation status transitions.,Successful invitation mutation or polling response changes invitation status.,combined,motion,,yes,yes,,"The affected stable-ID row remains anchored, shows only authoritative status, preserves focus, and does not animate unchanged invitation rows.","The affected stable-ID row remains anchored, shows only authoritative status, preserves focus, and does not animate unchanged invitation rows.","Replace badge text, available actions, and status semantics immediately.",Every changed invitation version; unchanged payloads do not replay; reconstruct current status after refresh.,authoritative card or created-result version; mutations are never replayed,,"The affected stable-ID row remains anchored, shows only authoritative status, preserves focus, and does not animate unchanged invitation rows.","The affected stable-ID row remains anchored, shows only authoritative status, preserves focus, and does not animate unchanged invitation rows.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-195,OA,Captain Library,Replacement invitation handoff.,Replacement invitation handoff.,Successful replacement invitation response provides the new safe display state.,combined,motion,,yes,yes,,"Old invitation status becomes revoked before the new result is presented, only approved display fields are rendered, focus remains stable, and failure leaves the old authoritative state intact.","Old invitation status becomes revoked before the new result is presented, only approved display fields are rendered, focus remains stable, and failure leaves the old authoritative state intact.",Replace status and safe next actions immediately; announce the new result without spatial motion.,Once per successful replacement; never replay the mutation or expose an old credential as current.,authoritative card or created-result version; mutations are never replayed,,"Old invitation status becomes revoked before the new result is presented, only approved display fields are rendered, focus remains stable, and failure leaves the old authoritative state intact.","Old invitation status becomes revoked before the new result is presented, only approved display fields are rendered, focus remains stable, and failure leaves the old authoritative state intact.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-196,OA,Captain Library,Revocation close animation.,Revocation close animation.,Successful authoritative invitation revocation.,combined,motion,,yes,yes,,"The revoked row or detail closes without collapsing unrelated rows, focus moves to the exact safe successor, and stale actions or credentials cannot remain interactive.","The revoked row or detail closes without collapsing unrelated rows, focus moves to the exact safe successor, and stale actions or credentials cannot remain interactive.",Show revoked status and remove or disable invalid actions immediately while retaining a readable result.,Once per successful revocation version; failure never runs the close state; refresh renders the current revoked status.,authoritative card or created-result version; mutations are never replayed,,"The revoked row or detail closes without collapsing unrelated rows, focus moves to the exact safe successor, and stale actions or credentials cannot remain interactive.","The revoked row or detail closes without collapsing unrelated rows, focus moves to the exact safe successor, and stale actions or credentials cannot remain interactive.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
OA-197,OA,Captain Library,Published-version card updates.,Published-version card updates.,Polling or publish response introduces a newer authoritative published Tale version.,exact,motion,,yes,yes,,"Only the matching stable-ID card updates, selected and focused state survive, layout settles without snapping the list, and stale version actions are removed.","Only the matching stable-ID card updates, selected and focused state survive, layout settles without snapping the list, and stale version actions are removed.","Update version label, metadata, and available actions immediately.",Once per changed Tale version; unchanged polling does not replay; reconstruct latest version after refresh.,authoritative card or created-result version; mutations are never replayed,,"Only the matching stable-ID card updates, selected and focused state survive, layout settles without snapping the list, and stale version actions are removed.","Only the matching stable-ID card updates, selected and focused state survive, layout settles without snapping the list, and stale version actions are removed.",silent by policy; no unvalidated semantic audio cue,state 320/200/60 ms; layout 420/260/0 ms; route 460/280/0 ms (full/gentle/reduced),component-local ownership; unchanged polling does not replay; hidden/offscreen ambience pauses; cleanup restores baseline,validated,"src/components/platform/CaptainLibrary.tsx; src/animation/platform/polling-delta.ts; src/styles/platform.css; reuses Phase 1-3 host, ownership, receipt, focus, and cleanup contracts",Development_Docs/Animation_System_Test_Plan.md; src/components/platform/CaptainLibrary.test.tsx; src/animation/platform/polling-delta.test.ts; tests/e2e/lanternwake-phase4.spec.ts,initial grouped; gallery; list; filtered; pinned; hidden; polling changed; empty; route handoff; wizard created result,7521afa049b73ba39cd9d237773a6772d3656b5d,passed
