Schema Version,Shard ID,Source ID,Source Ordinal,Source Section,Source Requirement,Source SHA256,Baseline Matrix IDs,Baseline Coverage Status,Current Matrix IDs,New Matrix IDs,Coverage Status,Coverage Rationale,Uncovered Scope,Mapping Evidence,Correct Libraries,Trigger,Replay Policy,Reduced Motion Behavior,Acceptance Criteria,Test Plan References,Roadmap Phase,Project Lanternwake Phase,Implementation Status,Architecture Dependency,Scene Host Required,Ownership Contract Required,Target Contract Required,Architecture Validation Status,Architecture Evidence,Blocked By,Implemented In Commit,Validation Status,Validation Evidence,Superseded By,Disposition Decision ID,Disposition Date,Disposition Rationale,Approval Reference,Notes
lanternwake-reconciliation/v1,O1,OA-014,14,Landing and role gateway,Short reentry animation when returning from a role.,849e01d42c9cf533d7919ad438057985ed0f4a7984da475936b2beb5d0a92528,AS-002,exact,AS-002,,exact,"The existing production scene contract preserves the reentry trigger, host requirement, and semantic final-state behavior.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/animation/scenes/arrival.scene.ts;src/components/landing/HarborLanding.tsx,gsap,Subsequent landing visit or journal open in the same tab,Once per qualifying reentry; not persisted presentation replay,Readable reentry state through the provider-resolved reduced fallback,"Reentry runs only in its registered gateway host, resolves exact targets, never blocks role selection, and cleans up claims and presentation state exactly once.",Development_Docs/Animation_System_Test_Plan.md;src/animation/director/scene-registry.test.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,partially_implemented,"Phase 2 gateway SceneHost, v2 target contract, ownership permits, and cleanup receipt",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/animation/scenes/arrival.scene.ts;src/components/landing/HarborLanding.tsx,Phase 2 scene migration and integrated validation,,planned,,,,,,,Baseline coverage rationale: The production session-reentry scene is the named short return animation.
lanternwake-reconciliation/v1,O1,OA-015,15,Landing and role gateway,Theme/color-scheme transition shared across the entire shell.,b61089c70dedab844f0d942b1b2239a39321b2fa2fad12dff1404f45be995687,MX-127;MX-128,combined,MX-127;MX-128,,exact,The two existing rows are the truthful mapping for shell-wide manual and system theme changes.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/styles/tokens.css,css,Theme control change or prefers-color-scheme change,Every real theme change; do not replay page choreography,Immediate colors with no spatial or opacity transition,Only approved color and material tokens transition; contrast remains valid; system changes do not replay layout; reduced motion can switch immediately.,Development_Docs/Animation_System_Test_Plan.md;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership boundary for shell-level CSS token writes,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/styles/tokens.css,Phase 4 implementation and contrast/viewport validation,,planned,,,,,,,Baseline coverage rationale: Theme-token and system-theme rows jointly preserve user-selected and operating-system color-scheme transitions.
lanternwake-reconciliation/v1,O1,OA-016,16,Player sign-in,Account form entrance.,83b07c410eaede36320d7c1686d01ffcf15bdcf0e9f7ce7d1f0e329d83643ec0,MX-006,exact,MX-006,,combined,"The existing row preserves route-mount entrance, reduced behavior, and component scope.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,css;motion,Player sign-in route mounts,Every route visit,No travel; readable form appears immediately with opacity or state only,"Form controls, labels, validation relationships, focus order, and deep-link invitation anchor remain stable throughout entrance and interruption.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership permits for Motion semantic wrappers,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and access-flow validation,,planned,,,,,,,Baseline coverage rationale: The existing Player form-entrance row explicitly covers the account and invitation panels as one presence group.
lanternwake-reconciliation/v1,O1,OA-017,17,Player sign-in,Invitation-code panel entrance.,f90b949fbca770abfa777a8b7890ac1c007b29b4e4dcfb2ef4e12737a4a8e945,MX-006,combined,MX-006,,combined,A shared form-entrance row truthfully covers both account and invitation panels without erasing this source identity.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,css;motion,Player sign-in invitation-code mode mounts or becomes active,Every route visit or explicit mode activation,Invitation panel appears immediately without travel,"Invitation controls remain keyboard reachable, the anchor target is preserved, and switching into the panel does not reset unrelated account form state.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership permits for Motion semantic wrappers,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and access-flow validation,,planned,,,,,,,Baseline coverage rationale: The existing Player form-entrance row explicitly includes the invitation phrase panel in the same presence group.
lanternwake-reconciliation/v1,O1,OA-018,18,Player sign-in,Animated switching between sign-in modes.,9929debe6a549d12b0b70a4832cbb922d322c3e7226d01a7cc368374e28b31a5,MX-006;MX-007,partial,MX-151,MX-151,exact,"Dedicated row preserves mode-switch identity, state retention, and focus behavior.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,motion,User explicitly switches between account and invitation-code modes,Every explicit mode switch; never on validation-only updates,Immediate mode content with retained values and predictable focus,"Switching preserves entered values, validation state, labels, focus order, deep links, and container height without hiding the inactive mode from state recovery.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 Motion wrapper ownership and presence cleanup,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and access-flow validation,,planned,,,,,,,Baseline coverage rationale: Form presence and invitation validation provide supporting states but do not define animated switching between sign-in modes.
lanternwake-reconciliation/v1,O1,OA-019,19,Player sign-in,Seal or compass response while submitting.,810e69c9f5f7d90cbd370dfd4fe05309ecf81032e48fce848e816e77230a897b,MX-007;MX-008,partial,MX-152,MX-152,exact,Dedicated row preserves pending-object response separately from error and success states.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,motion;rive,An authoritative Player sign-in or invitation submission becomes pending,"Once per request generation; stop on success, failure, abort, or unmount",Static pending label and disabled state with no decorative motion,"Pending response begins only after submission, exposes a readable busy state, cannot outlive its request, and never implies success before the server response.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 runtime-surface ownership and request-scoped cleanup,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation; Phase 5 project-owned Rive asset or static fallback; integrated validation,,planned,,,,,,,Baseline coverage rationale: Validation and success rows support submission feedback but do not isolate the seal or compass pending response.
lanternwake-reconciliation/v1,O1,OA-020,20,Player sign-in,Incorrect-password response without page shake abuse.,ca521a566ddcf71ed4bc749177fa1dd509632597f37ec62f9776eec2c03844c2,MX-009,exact,MX-009,,exact,The existing row preserves the accepted non-abusive password failure response.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,motion,Authentication rejects the submitted credentials,Every failed request generation; never replay after success,"No shake; immediate error, focus, and interactive recovery",Only a bounded inner field wrapper may move; error is announced; focus returns to the failed field; the whole page never shakes; retry remains available.,Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership permits and failed-request final-state restoration,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and access failure validation,,planned,,,,,,,"Baseline coverage rationale: Sign-in failure recovery explicitly requires restrained inner-wrapper feedback, announced error, and focus restoration without page shake."
lanternwake-reconciliation/v1,O1,OA-021,21,Player sign-in,Invitation-code scanning or ink-search motion.,3c47f52b4562c731a76e931abc3f383936fd70bb106d536f01fca69f35b17c22,MX-007,partial,MX-153,MX-153,exact,Dedicated row separates request-pending search feedback from rejection recovery.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,motion,Invitation code lookup becomes pending after local validation,"Once per request generation; stop on response, abort, or unmount",Static checking label with no scanning travel,"Scanning remains attached to the code panel, preserves field focus and value, cannot expose the code in logs, and stops exactly once on every terminal path.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership permits and request-scoped cleanup,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and invitation lookup validation,,planned,,,,,,,Baseline coverage rationale: Invitation validation covers the result but not the requested scanning or ink-search pending motion.
lanternwake-reconciliation/v1,O1,OA-022,22,Player sign-in,Success transition into Player Library.,c3e1a25f7c04c6eac9e4af14c4fc9f9fca1a00e790338abc0f3a298c2d3ea049,MX-008,exact,MX-008,,exact,The existing row preserves truthful success timing and navigation continuity.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,motion;rive,Authoritative Player authentication succeeds,Once per successful request; presentation-only replay cannot repeat authentication,Static success mark followed by route navigation,"Success never appears before server confirmation, holds until route commit or readable failure recovery, and cannot snap back to a rejected or pending pose.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 access host, request identity, ownership permits, and hold-until-route handoff",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation; Phase 5 project-owned Rive asset or static fallback; integrated validation,,planned,,,,,,,Baseline coverage rationale: Account-authentication success explicitly resolves to a success seal and route handoff into the Player destination.
lanternwake-reconciliation/v1,O1,OA-023,23,Player sign-in,Persistent account continuation reveal.,c4be489dc20d3eeaaf03f4b424dc8c1a0b69a3cf1f1d07f9dfd17ea38a3d16d3,MX-006;MX-008,partial,MX-154,MX-154,exact,Dedicated row preserves remembered-account continuation as an authoritative state rather than generic form presence.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,motion,Player sign-in loads a valid remembered account continuation,Once per authoritative session-status version; no replay on unchanged refresh,Immediate continuation action and account context,"Continuation is shown only from authoritative session status, retains a normal sign-in alternative, preserves focus, and never exposes private account details in animation diagnostics.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership permits for authoritative status presence,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and remembered-session validation,,planned,,,,,,,Baseline coverage rationale: Form entrance and authentication success support continuation but do not preserve a distinct persistent-account continuation reveal.
lanternwake-reconciliation/v1,O1,OA-024,24,Player sign-in,Rate-limit cooldown indicator.,9d423decad01a192b9b43de5da474b4107358109ef6093957077bc3873f7fb54,MX-007,partial,MX-155,MX-155,exact,"Dedicated row preserves cooldown timing, readability, and retry gating.",,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/app/api/invitations/code/route.ts;src/components/platform/PlayerSignIn.tsx,css;motion,Server returns a rate-limit response with an authoritative retry window,One indicator per active cooldown; reconcile to the newest authoritative deadline,Static retry time and disabled state without ticking motion,"Cooldown exposes textual remaining time, does not rely on color or motion, prevents premature retry, tolerates backgrounding, and releases promptly at the authoritative deadline.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership permits and bounded timer cleanup,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/app/api/invitations/code/route.ts;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and rate-limit validation,,planned,,,,,,,Baseline coverage rationale: Invitation validation can display server errors but does not specify a rate-limit cooldown indicator or countdown policy.
lanternwake-reconciliation/v1,O1,OA-025,25,Player sign-in,Offline-state entrance and recovery.,5f88e5db6e23cd2c12eae1298ef16f6eb4d727f910ce98cce5429cee19e88c49,MX-006;MX-009,partial,MX-156,MX-156,exact,Dedicated row preserves offline and recovery transitions as distinct non-authentication states.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,motion,Network request fails offline and a later retry or connectivity signal succeeds,Once per offline-state edge; do not loop while status is unchanged,Immediate offline or recovered text with stable controls,"Offline state is announced, preserves entered values, never masquerades as credential rejection, and recovery restores retry without automatically resubmitting private input.",Development_Docs/Animation_System_Test_Plan.md;tests/e2e/access-gates.spec.ts;tests/e2e/tall-tale-platform.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 ownership permits and request-scoped cleanup,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/PlayerSignIn.tsx,Phase 4 implementation and offline/recovery validation,,planned,,,,,,,Baseline coverage rationale: Form presence and failure recovery support readability but do not distinguish offline entry and recovered-online state.
lanternwake-reconciliation/v1,O1,OA-026,26,Captain and Creator sign-in,Captain key-turn sequence.,d63fbfec2781366a5d70888fb7f61228565bb686d6fd3f17c5005fe5f29a11a8,MX-010;MX-011,partial,MX-157,MX-157,exact,Dedicated row preserves the Captain key-turn sequence and authoritative pending/result inputs.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,gsap;rive,Captain authentication submission enters pending and then resolves,Once per request generation; reset on failure; hold accepted pose through route handoff,"Static key state plus pending, error, or success text","Key turn begins only after submission, never signals acceptance before success, restores the form on failure, and transfers its accepted pose through route commit.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/StaffSignIn.test.tsx;tests/e2e/access-gates.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 access host, ownership permits, target handles, request identity, and final-state handoff",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,Phase 4 implementation; Phase 5 project-owned Rive asset or static fallback; integrated validation,,planned,,,,,,,Baseline coverage rationale: Captain credential entrance and pending state are supporting coverage but do not preserve the key-turn sequence as a distinct ceremony.
lanternwake-reconciliation/v1,O1,OA-027,27,Captain and Creator sign-in,Creator quill authorization sequence.,0a951f53356b55d9bc6239edb93b1bae8a97e094a03fb6d1d5245c002840ce0b,MX-014,partial,MX-158,MX-158,exact,Dedicated row preserves the Creator authorization ceremony separately from form entrance.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,gsap;rive,Creator authentication submission enters pending and then resolves,Once per request generation; reset on failure; hold accepted pose through route handoff,"Static quill state plus pending, error, or success text","Quill response follows authoritative request state, never writes semantic form nodes, restores focus on failure, and holds success until the Studio route commits.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/StaffSignIn.test.tsx;tests/e2e/access-gates.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 access host, ownership permits, target handles, request identity, and final-state handoff",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,Phase 4 implementation; Phase 5 project-owned Rive asset or static fallback; integrated validation,,planned,,,,,,,Baseline coverage rationale: Creator credential entrance supports role identity but does not preserve the quill authorization sequence.
lanternwake-reconciliation/v1,O1,OA-028,28,Captain and Creator sign-in,Permission mismatch transition to correct role options.,5b5f4c6f2965354bfa77682e7072b5e44d9ecd7bce9133dc7a6eb05e1cee688a,MX-012;MX-016,combined,MX-012;MX-016,,exact,The two existing rows truthfully cover permission mismatch for both staff roles without merging their destinations.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,motion,Authenticated account lacks the requested Captain or Creator role,Every authoritative mismatch; do not replay on unchanged rendering,"Immediate mismatch panel, authorized destination, and return action",Identity success and role denial remain distinct; the correct authorized destination is readable and keyboard reachable; no route occurs without explicit user action.,Development_Docs/Animation_System_Test_Plan.md;src/components/platform/StaffSignIn.test.tsx;tests/e2e/access-gates.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 Motion ownership and failure-state restoration,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,Phase 4 implementation and permission-mismatch validation,,planned,,,,,,,Baseline coverage rationale: Separate Captain and Creator permission-mismatch rows preserve role-specific correction paths.
lanternwake-reconciliation/v1,O1,OA-029,29,Captain and Creator sign-in,Chart-room light reveal.,fde9ae51d9932db813edb3219dda408e6e2be573c43b4584db7e0a4f77b7791c,MX-013,partial,MX-159,MX-159,exact,Dedicated row preserves the Captain destination-light reveal as a separate target and state.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,css;motion,Successful Captain authentication reaches the command destination,Once per successful route entry; no replay on refresh unless explicitly requested,Immediate readable chart-room composition with stable light state,"Light reveal begins only after authorized destination render, never hides command controls, retains contrast, and settles to a stable state without snapback.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/StaffSignIn.test.tsx;tests/e2e/access-gates.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 platform ceremony host, ownership permits, target handles, and handoff",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,Phase 4 implementation and destination-route validation,,planned,,,,,,,Baseline coverage rationale: Captain command-surface handoff provides destination continuity but does not preserve the chart-room light reveal itself.
lanternwake-reconciliation/v1,O1,OA-030,30,Captain and Creator sign-in,Drafting-table light reveal.,5c614c30202d6c4a66e1983550fd94722e57bac0506a81708a84026a79dd74be,MX-017,partial,MX-160,MX-160,exact,Dedicated row preserves the Creator destination-light reveal as a separate target and state.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,css;motion,Successful Creator authentication reaches the Studio destination,Once per successful route entry; no replay on refresh unless explicitly requested,Immediate readable drafting-table composition with stable light state,"Light reveal begins only after authorized destination render, never hides authoring controls, retains contrast, and settles without replaying the authentication ceremony.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/StaffSignIn.test.tsx;tests/e2e/access-gates.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 platform ceremony host, ownership permits, target handles, and handoff",yes,yes,yes,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,Phase 4 implementation and destination-route validation,,planned,,,,,,,Baseline coverage rationale: Creator Studio handoff provides destination continuity but does not preserve the drafting-table light reveal itself.
lanternwake-reconciliation/v1,O1,OA-031,31,Captain and Creator sign-in,Secure lock idle behavior.,8ff3271f50bd6c0adc9239b49ce64bb84b998b11978a36e3f38275a9f4cec78c,MX-011,partial,MX-161,MX-161,exact,Dedicated row preserves a bounded idle state independent of authentication pending motion.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,rive,Staff sign-in secure-lock object mounts while the form is idle,"Loop only while visible and idle; stop for pending, result, hidden, or unmount",Static locked pose with readable sign-in controls,"Idle behavior is low amplitude, never implies request progress, stops on interaction, preserves form semantics, and has a project-owned static fallback.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/StaffSignIn.test.tsx;tests/e2e/access-gates.spec.ts,Phase 4,Phase 4,architecture_blocked,Phase 2 runtime-surface ownership and lifecycle cleanup,no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,Phase 4 implementation; Phase 5 project-owned Rive asset or static fallback; integrated validation,,planned,,,,,,,Baseline coverage rationale: Captain pending-state coverage references a keyhole affordance but does not preserve secure-lock idle behavior across staff roles.
lanternwake-reconciliation/v1,O1,OA-032,32,Captain and Creator sign-in,Authentication failure recovery.,5627dc1c64aaed4e508d55ebb2758be11442d5f00cb9c2e0d17388d64b366808,MX-012;MX-016,partial,MX-162,MX-162,exact,Dedicated row separates credential failure recovery from role authorization mismatch.,,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,motion,Captain or Creator authentication is rejected or the request fails,Every failed request generation; never replay after a later success,"Immediate error, restored form, and focus without decorative travel","Failure stops pending and success visuals, restores interactive controls and appropriate focus, preserves entered safe fields, and cannot affect a newer request.",Development_Docs/Animation_System_Test_Plan.md;src/components/platform/StaffSignIn.test.tsx;tests/e2e/access-gates.spec.ts,Phase 4,Phase 4,architecture_blocked,"Phase 2 request identity, ownership permits, and failure-state restoration",no,yes,no,in_progress,Development_Docs/KG_Original_Animation_Audit_Reconciliation_Source.md;Development_Docs/Animation_System_Audit_Matrix.csv;src/components/platform/StaffSignIn.tsx,Phase 4 implementation and authentication-failure validation,,planned,,,,,,,Baseline coverage rationale: Permission-mismatch recovery is supporting evidence but does not cover authentication failure and retry for valid role requests.
